Loan ID,Customer ID,Principal Amount,Status,Outstanding Balance,Total Paid,Created At
392,266,433200.0,disbursed,441864.0,0.0,2025-08-06 10:33:00
393,267,1879500.0,active,1296855.0,864570.0,2025-07-25 08:15:00
394,267,1456500.0,active,786510.0,786510.0,2025-07-04 15:58:00
395,268,213800.0,screening,265112.0,0.0,2025-07-21 10:06:00
396,268,54900.0,pending,63135.0,0.0,2025-12-26 09:07:00
397,268,273000.0,pending,371280.0,0.0,2025-10-27 17:18:00
398,269,12100.0,active,6655.0,6655.0,2025-08-08 11:00:00
399,270,1869200.0,cleared,0.0,2429960.0,2026-04-29 11:20:00
400,270,488500.0,disbursed,512925.0,0.0,2025-05-17 15:10:00
401,271,576200.0,cleared,0.0,714488.0,2025-10-14 14:58:00
402,272,420200.0,disbursed,445412.0,0.0,2025-12-29 08:43:00
403,272,1729900.0,active,0.0,1790446.5,2025-09-15 15:00:00
404,273,473200.0,written_off,169563.34,339126.66,2026-02-07 17:35:00
405,273,66100.0,active,36355.0,36355.0,2025-05-09 12:24:00
406,274,96000.0,defaulted,52800.0,52800.0,2025-11-20 08:06:00
407,274,1461000.0,active,401775.0,1205325.0,2026-01-28 17:51:00
408,275,751900.0,active,0.0,781976.0,2025-07-13 09:44:00
409,276,252300.0,active,85782.0,257346.0,2025-08-18 15:04:00
410,277,815000.0,approved,961700.0,0.0,2025-10-20 12:40:00
411,277,621800.0,rejected,696416.0,0.0,2026-01-09 08:39:00
412,278,1622100.0,pending,2400708.0,0.0,2025-07-07 10:56:00
413,278,1079500.0,active,1263015.0,140335.0,2026-03-19 13:11:00
414,279,69800.0,approved,80270.0,0.0,2026-02-09 13:46:00
415,280,1275300.0,defaulted,1466595.0,0.0,2026-02-16 09:40:00
416,280,1128100.0,active,360992.0,1082976.0,2025-10-19 14:17:00
417,281,78000.0,reviewing,81900.0,0.0,2026-04-11 16:30:00
418,282,892300.0,active,838762.0,209690.5,2025-09-22 15:34:00
419,282,1328000.0,active,0.0,1381120.0,2026-04-15 09:34:00
420,283,1131000.0,pending,1328925.0,0.0,2026-04-01 17:30:00
421,284,1772500.0,disbursed,2410600.0,0.0,2025-07-20 11:49:00
422,284,308800.0,active,57642.65,288213.35,2025-06-05 12:37:00
423,285,103800.0,active,73352.0,36676.0,2026-03-21 08:44:00
424,286,1284400.0,approved,1438528.0,0.0,2025-08-22 14:32:00
425,287,1985800.0,disbursed,2780120.0,0.0,2026-03-26 17:50:00
426,287,142000.0,written_off,146260.0,0.0,2025-07-16 16:05:00
427,288,1130500.0,active,0.0,1170067.5,2025-11-06 14:57:00
428,289,769100.0,active,692190.0,173047.5,2025-08-01 17:19:00
429,290,277600.0,approved,344224.0,0.0,2025-05-23 11:15:00
430,291,999700.0,approved,1149655.0,0.0,2026-03-10 09:34:00
431,291,61500.0,defaulted,47150.0,23575.0,2025-08-23 08:37:00
432,291,10700.0,active,5885.0,5885.0,2026-01-07 10:50:00
433,292,30900.0,active,0.0,32445.0,2026-02-11 14:26:00
434,293,498400.0,rejected,508368.0,0.0,2026-03-30 10:59:00
435,294,25800.0,approved,28380.0,0.0,2025-05-09 08:35:00
436,295,505300.0,approved,646784.0,0.0,2025-05-14 17:37:00
437,296,1344700.0,active,1056200.75,880167.25,2025-10-15 15:56:00
438,296,1422100.0,reviewing,1806067.0,0.0,2025-11-11 17:16:00
439,297,1440600.0,rejected,1728720.0,0.0,2026-03-22 17:12:00
440,298,58100.0,disbursed,70882.0,0.0,2025-07-18 12:37:00
441,299,72300.0,active,39042.0,39042.0,2025-12-25 14:01:00
442,299,693700.0,approved,721448.0,0.0,2025-09-28 17:16:00
443,300,181000.0,disbursed,225345.0,0.0,2025-05-17 10:33:00
444,301,1051500.0,disbursed,1088302.5,0.0,2025-08-29 09:05:00
445,301,420700.0,defaulted,328146.0,218764.0,2025-11-07 12:16:00
446,302,72400.0,screening,79640.0,0.0,2025-08-12 08:17:00
447,303,845600.0,defaulted,879424.0,219856.0,2025-08-16 11:38:00
448,303,377300.0,pending,384846.0,0.0,2025-08-31 12:32:00
449,304,133200.0,defaulted,112776.0,56388.0,2025-09-09 15:36:00
450,305,906000.0,defaulted,1022773.33,127846.67,2025-06-21 14:47:00
451,305,1679200.0,pending,2082208.0,0.0,2026-02-21 12:33:00
452,306,1662200.0,cleared,0.0,1961396.0,2025-09-06 16:21:00
453,307,315200.0,pending,354600.0,0.0,2026-04-26 10:45:00
454,308,412400.0,active,0.0,422710.0,2025-07-21 17:48:00
455,308,1120300.0,approved,1523608.0,0.0,2025-06-01 13:44:00
456,309,158600.0,active,84058.0,84058.0,2026-02-01 15:04:00
457,310,1029800.0,disbursed,1400528.0,0.0,2025-11-19 16:15:00
458,311,1812400.0,active,0.0,1875834.0,2025-10-02 11:54:00
459,311,1259800.0,cleared,0.0,1291295.0,2025-12-18 09:56:00
460,311,406400.0,rejected,479552.0,0.0,2025-10-31 08:35:00
461,312,1436500.0,disbursed,1781260.0,0.0,2025-11-23 17:41:00
462,313,430000.0,screening,533200.0,0.0,2025-08-14 12:48:00
463,314,1007400.0,approved,1410360.0,0.0,2025-07-08 10:33:00
464,314,1527000.0,disbursed,2008005.0,0.0,2025-10-22 15:38:00
465,315,197000.0,screening,226550.0,0.0,2025-05-16 09:01:00
466,316,272000.0,rejected,369920.0,0.0,2025-07-25 11:50:00
467,317,76900.0,reviewing,82667.5,0.0,2025-07-05 13:57:00
468,318,374800.0,active,341068.0,146172.0,2025-09-29 09:21:00
469,319,729400.0,cleared,0.0,838810.0,2025-07-09 08:03:00
470,320,524200.0,written_off,528568.33,105713.67,2026-01-24 13:39:00
471,320,182600.0,pending,208164.0,0.0,2025-07-30 17:54:00
472,321,747100.0,active,0.0,765777.5,2025-05-18 11:25:00
473,322,1318000.0,cleared,0.0,1792480.0,2026-02-08 10:18:00
474,322,127700.0,disbursed,163456.0,0.0,2025-10-28 13:44:00
475,323,1525600.0,pending,2135840.0,0.0,2026-03-14 08:27:00
476,323,29400.0,defaulted,33810.0,0.0,2025-07-10 10:41:00
477,324,977700.0,disbursed,1099912.5,0.0,2025-10-31 10:07:00
478,325,470400.0,defaulted,489216.0,0.0,2025-09-18 09:43:00
479,325,96700.0,active,0.0,98634.0,2025-11-06 10:53:00
480,325,1089700.0,rejected,1449301.0,0.0,2025-05-08 08:06:00
481,326,1201700.0,pending,1538176.0,0.0,2026-04-29 16:11:00
482,326,417500.0,rejected,475950.0,0.0,2026-03-16 17:34:00
483,327,303100.0,reviewing,369782.0,0.0,2025-10-25 15:41:00
484,328,447800.0,disbursed,604530.0,0.0,2026-02-16 08:53:00
485,328,66500.0,disbursed,79800.0,0.0,2025-09-11 16:12:00
486,328,985500.0,defaulted,1015065.0,0.0,2025-10-17 13:54:00
487,329,400100.0,defaulted,248062.01,248061.99,2025-12-31 10:07:00
488,329,262900.0,active,98149.34,196298.66,2025-09-15 13:42:00
489,330,1923600.0,pending,2462208.0,0.0,2025-08-25 09:36:00
490,330,451600.0,active,501276.01,167091.99,2025-08-22 08:19:00
491,331,40700.0,active,0.0,41514.0,2026-04-17 10:25:00
492,332,38200.0,screening,40110.0,0.0,2026-03-09 08:04:00
493,333,474800.0,disbursed,484296.0,0.0,2025-05-14 12:57:00
494,334,1091100.0,defaulted,981990.0,245497.5,2026-03-13 11:01:00
495,334,1825500.0,screening,1953285.0,0.0,2026-03-16 16:13:00
496,335,1573400.0,disbursed,1699272.0,0.0,2026-01-13 12:17:00
497,336,1919700.0,active,921456.0,1382184.0,2026-02-20 14:11:00
498,336,642500.0,pending,738875.0,0.0,2025-12-01 14:44:00
499,337,23300.0,defaulted,24465.0,0.0,2026-03-23 11:25:00
500,337,91200.0,disbursed,93024.0,0.0,2026-04-27 16:01:00
501,338,224700.0,disbursed,235935.0,0.0,2026-02-25 08:41:00
502,339,111900.0,active,81178.35,67648.65,2026-03-04 16:16:00
503,340,64700.0,disbursed,85404.0,0.0,2025-10-12 12:40:00
504,340,47400.0,disbursed,52140.0,0.0,2025-09-13 17:02:00
505,340,218900.0,active,31740.5,222183.5,2025-12-14 12:03:00
506,341,21000.0,active,0.0,22050.0,2026-04-27 12:17:00
507,342,210400.0,active,109408.0,109408.0,2026-05-05 10:08:00
508,343,144800.0,cleared,0.0,165072.0,2025-12-14 08:25:00
509,344,1350800.0,pending,1870858.0,0.0,2026-01-28 10:11:00
510,344,339000.0,pending,420360.0,0.0,2026-03-21 17:35:00
511,344,255100.0,screening,270406.0,0.0,2025-06-20 12:22:00
512,345,488300.0,written_off,446445.72,178578.28,2026-02-06 11:49:00
513,346,225500.0,approved,288640.0,0.0,2026-01-09 10:36:00
514,346,351500.0,pending,388407.5,0.0,2026-01-10 10:41:00
515,346,91200.0,screening,95760.0,0.0,2025-05-14 17:33:00
516,347,1053500.0,active,795871.35,663226.15,2025-08-24 13:30:00
517,347,33200.0,screening,38180.0,0.0,2025-07-24 17:55:00
518,347,308700.0,active,160524.0,160524.0,2025-10-13 13:41:00
519,348,1210900.0,disbursed,1241172.5,0.0,2025-06-16 09:27:00
520,348,392200.0,approved,439264.0,0.0,2025-06-06 14:59:00
521,349,45000.0,disbursed,57150.0,0.0,2025-08-03 11:14:00
522,349,1375200.0,active,1558351.64,346300.36,2025-11-09 09:49:00
523,350,1496500.0,active,603588.32,1207176.68,2026-02-01 08:09:00
524,351,880900.0,pending,1189215.0,0.0,2025-12-02 16:03:00
525,351,620200.0,defaulted,328706.0,328706.0,2025-06-27 17:03:00
526,351,969100.0,disbursed,1240448.0,0.0,2026-01-14 17:23:00
527,352,1888800.0,pending,2228784.0,0.0,2026-04-24 14:00:00
528,353,1714500.0,disbursed,2331720.0,0.0,2026-04-22 16:36:00
529,354,1391800.0,disbursed,1586652.0,0.0,2025-05-25 13:01:00
530,354,1103200.0,disbursed,1301776.0,0.0,2025-08-11 16:28:00
531,355,489600.0,disbursed,509184.0,0.0,2025-08-11 08:10:00
532,355,552300.0,disbursed,684852.0,0.0,2026-02-28 14:09:00
533,355,1937000.0,active,2282138.18,507141.82,2026-01-19 13:31:00
534,356,66500.0,active,36575.0,36575.0,2026-03-27 09:52:00
535,356,20700.0,disbursed,22770.0,0.0,2026-03-29 13:39:00
536,357,441900.0,defaulted,318168.0,212112.0,2025-05-17 12:55:00
537,358,54500.0,screening,62675.0,0.0,2025-09-25 11:36:00
538,359,45200.0,disbursed,47460.0,0.0,2025-05-15 10:54:00
539,360,203800.0,disbursed,240484.0,0.0,2025-12-03 15:00:00
540,360,1536600.0,pending,1690260.0,0.0,2026-02-08 14:53:00
541,361,91600.0,pending,96180.0,0.0,2025-05-07 14:12:00
542,362,1627300.0,active,1155383.02,1155382.98,2026-01-29 13:13:00
543,363,75900.0,cleared,0.0,83490.0,2025-07-21 10:03:00
544,364,135100.0,disbursed,137802.0,0.0,2026-03-11 12:56:00
545,365,82300.0,reviewing,102463.5,0.0,2025-08-16 17:06:00
546,366,51900.0,cleared,0.0,59685.0,2025-07-13 12:07:00
547,367,428200.0,defaulted,453892.0,0.0,2025-11-05 09:42:00
548,367,1491400.0,active,1859278.67,169025.33,2025-09-29 13:04:00
549,367,79500.0,rejected,83475.0,0.0,2025-08-10 15:43:00
550,368,68300.0,approved,75130.0,0.0,2026-01-31 13:53:00
551,369,301300.0,pending,343482.0,0.0,2025-10-31 10:55:00
552,369,461800.0,rejected,531070.0,0.0,2025-06-17 11:56:00
553,370,924800.0,active,490144.0,490144.0,2025-07-14 11:56:00
554,371,826000.0,defaulted,644280.0,429520.0,2026-02-04 12:18:00
555,372,5600.0,pending,5880.0,0.0,2025-07-14 12:21:00
556,373,1375000.0,defaulted,1320000.0,330000.0,2025-12-11 15:06:00
557,374,1477400.0,disbursed,1964942.0,0.0,2025-05-31 11:13:00
558,375,1384500.0,active,858390.0,858390.0,2026-04-07 12:29:00
559,375,194800.0,cleared,0.0,259084.0,2025-05-15 13:14:00
560,376,37900.0,active,0.0,39795.0,2025-08-31 11:24:00
561,376,439400.0,pending,597584.0,0.0,2026-01-24 15:42:00
562,377,340300.0,active,91881.0,275643.0,2026-03-02 08:04:00
563,378,140300.0,active,78568.01,78567.99,2025-09-15 15:27:00
564,379,83300.0,approved,88298.0,0.0,2026-02-20 15:14:00
565,380,722300.0,active,101924.52,815396.48,2026-02-06 17:48:00
566,381,1168400.0,cleared,0.0,1291082.0,2025-06-12 14:40:00
567,381,663100.0,active,182352.5,547057.5,2025-09-09 15:24:00
568,382,766800.0,pending,920160.0,0.0,2026-02-04 17:50:00
569,383,70300.0,disbursed,77330.0,0.0,2025-07-22 14:02:00
570,384,541800.0,active,151704.0,455112.0,2025-07-21 08:40:00
571,385,1326100.0,rejected,1723930.0,0.0,2025-05-13 17:22:00
572,385,353000.0,active,155320.0,232980.0,2025-07-28 17:14:00
573,385,694900.0,active,0.0,715747.0,2026-02-25 14:10:00
574,386,215500.0,active,149002.87,111752.13,2025-12-20 13:13:00
575,387,1311200.0,pending,1507880.0,0.0,2025-11-25 16:10:00
576,388,1085800.0,disbursed,1221525.0,0.0,2026-04-27 11:19:00
577,388,87900.0,screening,107238.0,0.0,2025-12-06 14:08:00
578,389,161200.0,cleared,0.0,211978.0,2025-12-04 10:03:00
579,390,1921900.0,disbursed,2306280.0,0.0,2026-02-20 14:05:00
580,390,1148700.0,disbursed,1608180.0,0.0,2025-08-22 13:02:00
581,391,137900.0,pending,170996.0,0.0,2025-12-26 08:26:00
582,391,223500.0,pending,263730.0,0.0,2025-08-20 09:03:00
583,392,468000.0,defaulted,248040.0,248040.0,2025-08-11 10:00:00
584,392,1864200.0,cleared,0.0,2097225.0,2025-06-30 11:22:00
585,393,24100.0,active,17994.66,8997.34,2025-12-25 10:52:00
586,393,1322600.0,defaulted,1349051.99,449684.01,2026-01-17 09:26:00
587,394,135500.0,pending,147695.0,0.0,2026-03-26 11:31:00
588,395,783900.0,active,221234.0,774319.0,2025-09-05 11:12:00
589,395,990100.0,screening,1316833.0,0.0,2025-10-09 10:47:00
590,395,95400.0,approved,100170.0,0.0,2026-02-28 11:05:00
591,396,1062700.0,disbursed,1349629.0,0.0,2025-09-20 17:05:00
592,397,1220700.0,active,1033526.01,516762.99,2025-09-17 13:47:00
593,398,332900.0,active,327351.67,65470.33,2025-07-14 10:57:00
594,399,728000.0,rejected,1008280.0,0.0,2025-12-10 14:42:00
595,399,93700.0,active,71836.67,35918.33,2025-11-03 10:02:00
596,399,1828900.0,disbursed,2276980.5,0.0,2026-04-20 09:02:00
597,400,1786700.0,cleared,0.0,2376311.0,2025-10-21 13:48:00
598,401,307400.0,disbursed,390398.0,0.0,2026-01-03 14:36:00
599,401,1021500.0,disbursed,1174725.0,0.0,2026-04-03 10:59:00
600,402,1116200.0,active,786921.0,524614.0,2026-02-27 13:20:00
601,403,1115000.0,screening,1226500.0,0.0,2025-11-24 11:35:00
602,403,85100.0,disbursed,89355.0,0.0,2026-02-19 12:23:00
603,403,682600.0,active,773509.9,171891.1,2026-03-09 10:43:00
604,404,590700.0,approved,803352.0,0.0,2026-01-17 11:22:00
605,405,427000.0,active,347700.0,139080.0,2026-02-28 08:21:00
606,406,80900.0,active,60405.33,30202.67,2025-05-04 17:46:00
607,407,1869200.0,screening,2429960.0,0.0,2025-06-16 16:30:00
608,408,727200.0,approved,945360.0,0.0,2025-09-30 14:05:00
609,409,1805700.0,disbursed,2455752.0,0.0,2025-07-05 10:49:00
610,409,1111400.0,active,0.0,1144742.0,2025-08-22 12:20:00
611,410,626200.0,active,480086.66,240043.34,2026-02-12 14:08:00
612,411,1968700.0,approved,2382127.0,0.0,2025-11-26 08:38:00
613,411,117300.0,disbursed,129030.0,0.0,2025-08-16 13:32:00
614,412,10400.0,pending,10920.0,0.0,2025-12-05 12:47:00
615,413,46200.0,approved,53130.0,0.0,2025-09-16 11:22:00
616,413,1088300.0,pending,1197130.0,0.0,2025-09-02 16:10:00
617,414,15500.0,reviewing,16275.0,0.0,2026-02-28 10:50:00
618,415,1986700.0,defaulted,2185370.0,0.0,2025-10-26 17:19:00
619,415,1455800.0,disbursed,1608659.0,0.0,2025-10-20 14:14:00
620,416,326600.0,disbursed,372324.0,0.0,2025-07-29 09:50:00
621,417,99700.0,approved,121634.0,0.0,2026-04-09 15:14:00
622,418,949500.0,active,783337.5,470002.5,2026-04-16 16:28:00
623,419,91500.0,active,66490.0,33245.0,2025-07-11 14:59:00
624,420,834900.0,active,299172.5,598345.0,2026-03-15 12:05:00
625,420,35000.0,active,26833.33,13416.67,2026-05-04 15:32:00
626,421,256000.0,active,95573.34,191146.66,2025-10-01 12:06:00
627,422,845100.0,disbursed,908482.5,0.0,2025-10-22 12:49:00
628,423,237400.0,active,110391.0,183985.0,2025-09-03 13:41:00
629,424,268000.0,disbursed,294800.0,0.0,2025-07-21 08:57:00
630,425,235400.0,active,47472.35,237361.65,2026-03-27 16:55:00
631,425,1359000.0,active,191770.0,1534160.0,2026-03-07 12:42:00
632,426,1594100.0,approved,2024507.0,0.0,2026-02-02 09:57:00
633,426,1631500.0,written_off,1770177.5,252882.5,2025-06-05 11:33:00
634,427,231700.0,disbursed,301210.0,0.0,2025-08-04 14:32:00
635,428,36000.0,disbursed,37800.0,0.0,2025-09-12 16:01:00
636,429,41500.0,rejected,45650.0,0.0,2025-08-10 16:15:00
637,429,83100.0,screening,91410.0,0.0,2026-04-07 09:46:00
638,429,379000.0,pending,416900.0,0.0,2025-05-16 16:20:00
639,430,91000.0,screening,95550.0,0.0,2025-07-26 15:45:00
640,431,888300.0,pending,1101492.0,0.0,2026-02-20 17:58:00
641,431,4700.0,approved,4935.0,0.0,2025-05-30 11:34:00
642,432,16400.0,active,6286.66,12573.34,2026-02-24 14:01:00
643,432,1726900.0,disbursed,2089549.0,0.0,2025-06-12 14:52:00
644,433,1337000.0,active,0.0,1383795.0,2026-05-06 09:46:00
645,433,1055600.0,pending,1403948.0,0.0,2026-04-07 15:29:00
646,434,998300.0,pending,1048215.0,0.0,2026-02-01 16:53:00
647,435,38200.0,cleared,0.0,42020.0,2025-11-07 08:36:00
648,435,461000.0,disbursed,470220.0,0.0,2025-09-17 14:19:00
649,436,88100.0,cleared,0.0,96910.0,2025-08-14 12:44:00
650,437,82300.0,active,13403.16,80418.84,2025-08-09 08:16:00
651,438,1030400.0,rejected,1483776.0,0.0,2026-03-16 10:24:00
652,438,1247500.0,active,1066612.5,355537.5,2025-12-22 10:39:00
653,439,117300.0,pending,138414.0,0.0,2026-03-24 16:41:00
654,439,219700.0,active,155254.67,77627.33,2025-12-29 12:16:00
655,440,41700.0,disbursed,45870.0,0.0,2026-01-23 09:48:00
656,441,481300.0,cleared,0.0,529430.0,2025-11-17 16:50:00
657,441,1828500.0,cleared,0.0,1874212.5,2026-03-25 13:42:00
658,442,21100.0,rejected,24476.0,0.0,2026-03-06 15:03:00
659,442,1838200.0,disbursed,2389660.0,0.0,2026-04-21 16:55:00
660,443,1851100.0,pending,2175042.5,0.0,2025-11-20 15:14:00
661,443,568100.0,defaulted,391989.0,261326.0,2026-01-30 15:34:00
662,443,1647000.0,disbursed,2190510.0,0.0,2025-10-22 13:18:00
663,444,851400.0,reviewing,957825.0,0.0,2025-12-01 15:02:00
664,444,582000.0,cleared,0.0,669300.0,2026-03-02 17:03:00
665,445,56500.0,active,30510.0,30510.0,2026-03-19 08:41:00
666,446,1007400.0,active,0.0,1032585.0,2025-09-01 13:12:00
667,446,682800.0,active,368712.0,368712.0,2026-03-10 15:00:00
668,447,383000.0,pending,405980.0,0.0,2025-11-05 15:11:00
669,448,819900.0,disbursed,992079.0,0.0,2025-10-23 09:01:00
670,449,831300.0,disbursed,935212.5,0.0,2026-05-03 14:25:00
671,450,550200.0,approved,569457.0,0.0,2026-03-21 12:35:00
672,451,727400.0,active,264288.66,528577.34,2025-06-03 14:24:00
673,451,410300.0,cleared,0.0,545699.0,2025-09-22 16:28:00
674,451,529700.0,active,119182.5,476730.0,2025-06-29 12:59:00
675,452,327400.0,screening,366688.0,0.0,2025-05-06 08:50:00
676,453,1515900.0,cleared,0.0,1925193.0,2026-05-03 15:20:00
677,453,697000.0,screening,801550.0,0.0,2025-08-07 17:25:00
678,454,203900.0,active,97872.0,163120.0,2025-08-08 10:06:00
679,454,712100.0,active,655132.0,163783.0,2025-12-16 10:21:00
680,455,25700.0,defaulted,19703.33,9851.67,2025-06-08 10:59:00
681,455,45900.0,disbursed,50490.0,0.0,2026-03-09 14:58:00
682,456,1567300.0,cleared,0.0,1943452.0,2025-11-07 10:53:00
683,456,85500.0,active,85344.54,18965.46,2025-06-09 16:35:00
684,457,1314400.0,pending,1511560.0,0.0,2026-03-30 08:00:00
685,457,30500.0,disbursed,35075.0,0.0,2025-08-30 11:56:00
686,458,150500.0,reviewing,183610.0,0.0,2025-11-19 17:45:00
687,458,736800.0,approved,957840.0,0.0,2025-07-14 15:01:00
688,458,1049400.0,disbursed,1101870.0,0.0,2025-06-21 11:49:00
689,459,985300.0,active,558336.69,781671.31,2025-08-14 09:57:00
690,459,306500.0,pending,344812.5,0.0,2025-05-13 10:46:00
691,460,114800.0,active,82273.33,41136.67,2026-04-14 08:44:00
692,460,93200.0,pending,111840.0,0.0,2025-05-20 12:04:00
693,461,738900.0,active,391617.0,391617.0,2025-09-25 17:45:00
694,462,5400.0,pending,6156.0,0.0,2026-02-23 09:26:00
695,462,345200.0,disbursed,428048.0,0.0,2025-07-03 16:13:00
696,463,24200.0,cleared,0.0,27830.0,2026-04-22 11:06:00
697,464,441200.0,pending,496350.0,0.0,2025-10-10 13:15:00
698,465,1377600.0,reviewing,1907976.0,0.0,2025-08-08 11:56:00
699,466,939100.0,pending,967273.0,0.0,2025-06-14 16:25:00
700,467,639800.0,disbursed,831740.0,0.0,2026-05-01 17:52:00
701,467,76900.0,active,42295.0,42295.0,2025-12-09 08:27:00
702,468,585200.0,defaulted,456456.0,304304.0,2025-09-22 15:46:00
703,469,331400.0,screening,357912.0,0.0,2025-05-22 12:50:00
704,470,483400.0,pending,512404.0,0.0,2025-12-16 13:48:00
705,470,729200.0,active,885978.0,98442.0,2025-06-08 14:02:00
706,471,711900.0,screening,765292.5,0.0,2025-09-08 14:44:00
707,471,1872500.0,disbursed,2378075.0,0.0,2026-03-06 08:20:00
708,472,1893100.0,approved,2517823.0,0.0,2025-06-05 15:51:00
709,472,480100.0,pending,552115.0,0.0,2025-08-04 12:22:00
710,473,958100.0,approved,1073072.0,0.0,2026-01-31 13:56:00
711,474,1789300.0,active,1013936.69,1419511.31,2025-08-05 12:48:00
712,474,390500.0,approved,437360.0,0.0,2025-06-25 14:13:00
713,475,1885300.0,cleared,0.0,2168095.0,2026-02-24 13:37:00
714,476,22100.0,disbursed,24310.0,0.0,2025-10-10 09:19:00
715,477,64800.0,active,49680.0,24840.0,2026-04-29 11:51:00
716,478,240700.0,reviewing,276805.0,0.0,2025-11-13 14:49:00
717,479,1455300.0,reviewing,1804572.0,0.0,2025-12-05 12:45:00
718,479,335500.0,pending,355630.0,0.0,2026-04-20 17:44:00
719,480,880100.0,active,818493.0,272831.0,2026-03-29 11:31:00
720,481,547000.0,cleared,0.0,645460.0,2026-03-26 11:23:00
721,481,798600.0,rejected,1086096.0,0.0,2025-08-07 15:07:00
722,482,162100.0,pending,196141.0,0.0,2025-06-19 14:27:00
723,483,864400.0,approved,1037280.0,0.0,2025-12-21 13:28:00
724,484,53900.0,disbursed,66836.0,0.0,2025-08-13 14:16:00
725,484,554700.0,active,499230.0,124807.5,2025-12-31 15:02:00
726,485,19000.0,pending,21850.0,0.0,2025-11-08 15:47:00
727,485,152300.0,cleared,0.0,202559.0,2025-05-25 08:58:00
728,486,793200.0,approved,1173936.0,0.0,2025-08-09 15:48:00
729,487,110200.0,approved,125628.0,0.0,2025-07-07 08:53:00
730,488,184000.0,cleared,0.0,222640.0,2026-04-16 12:20:00
731,489,206500.0,disbursed,247800.0,0.0,2026-04-28 11:11:00
732,489,119400.0,pending,126564.0,0.0,2026-03-08 09:15:00
733,490,1869500.0,reviewing,2542520.0,0.0,2026-04-28 15:03:00
734,491,1875900.0,active,1297050.87,972788.13,2026-03-20 14:04:00
735,491,1783900.0,disbursed,2051485.0,0.0,2025-07-31 08:51:00
736,492,377400.0,pending,479298.0,0.0,2025-09-07 16:52:00
737,492,550800.0,pending,567324.0,0.0,2025-08-24 09:22:00
738,492,1344400.0,defaulted,1015768.88,812615.12,2025-12-26 14:04:00
739,493,496200.0,active,374906.68,299925.32,2026-04-15 16:27:00
740,494,1888300.0,disbursed,2228194.0,0.0,2026-01-07 17:45:00
741,495,281600.0,rejected,321024.0,0.0,2025-08-31 12:11:00
742,496,75300.0,pending,99396.0,0.0,2025-10-17 08:35:00
743,497,266400.0,defaulted,276294.86,46049.14,2025-07-08 09:04:00
744,497,1187000.0,active,957513.34,478756.66,2025-05-22 11:32:00
745,498,1329600.0,defaulted,1054816.0,753440.0,2026-02-09 09:38:00
746,498,339700.0,disbursed,394052.0,0.0,2025-10-31 14:18:00
747,498,948700.0,disbursed,1290232.0,0.0,2026-02-17 09:27:00
748,499,84000.0,active,60900.0,36540.0,2026-01-23 10:56:00
749,499,481100.0,cleared,0.0,639863.0,2026-01-12 15:26:00
750,499,1427900.0,active,1618286.66,323657.34,2025-10-10 16:18:00
751,500,303600.0,pending,367356.0,0.0,2026-02-14 17:48:00
752,500,84000.0,cleared,0.0,88200.0,2025-09-20 08:35:00
753,501,492000.0,pending,610080.0,0.0,2025-10-24 12:32:00
754,502,1956500.0,rejected,2152150.0,0.0,2025-06-22 14:04:00
755,502,1390600.0,active,333744.0,1334976.0,2025-11-13 12:37:00
756,503,1487200.0,approved,2022592.0,0.0,2025-05-20 10:02:00
757,503,590400.0,active,183024.0,549072.0,2026-04-20 16:18:00
758,504,886200.0,disbursed,1152060.0,0.0,2026-03-01 13:28:00
759,505,1582100.0,defaulted,1367386.42,546954.58,2026-01-04 11:20:00
760,506,1411100.0,cleared,0.0,1495766.0,2025-08-15 14:29:00
761,507,1810200.0,disbursed,2136036.0,0.0,2025-05-04 09:58:00
762,508,1793500.0,pending,1936980.0,0.0,2026-03-03 16:13:00
763,509,1276600.0,active,682981.0,682981.0,2025-11-25 08:23:00
764,509,1339800.0,cleared,0.0,1507275.0,2025-12-29 17:46:00
765,510,945600.0,active,1178848.0,107168.0,2025-11-08 12:58:00
766,511,1961300.0,disbursed,2432012.0,0.0,2025-11-23 12:35:00
767,512,1669400.0,written_off,1711135.0,0.0,2025-11-05 13:53:00
768,513,31800.0,pending,34980.0,0.0,2026-01-07 10:46:00
769,514,87500.0,reviewing,100625.0,0.0,2025-05-30 08:53:00
770,515,1203100.0,screening,1491844.0,0.0,2025-11-29 11:14:00
771,516,378700.0,defaulted,348404.0,87101.0,2026-03-01 17:19:00
772,517,6400.0,disbursed,7040.0,0.0,2025-07-18 11:54:00
773,518,45800.0,pending,50380.0,0.0,2025-06-22 10:49:00
774,519,1558200.0,pending,1620528.0,0.0,2025-10-11 16:51:00
775,520,31300.0,active,17215.0,17215.0,2025-09-15 13:02:00
776,520,8500.0,active,6516.67,3258.33,2025-08-15 14:57:00
777,521,1272600.0,screening,1616202.0,0.0,2025-06-09 15:32:00
778,522,1929700.0,disbursed,2566501.0,0.0,2025-09-06 15:03:00
779,523,364000.0,active,334880.0,83720.0,2025-12-01 17:03:00
780,523,157300.0,disbursed,179322.0,0.0,2026-04-23 15:11:00
781,524,13700.0,approved,15070.0,0.0,2025-09-13 17:43:00
782,525,1910000.0,defaulted,1442918.2,1202431.8,2026-02-04 16:53:00
783,526,729600.0,pending,784320.0,0.0,2025-06-24 11:32:00
784,527,635600.0,disbursed,864416.0,0.0,2026-03-25 13:27:00
